11:22:11,4380,152.4,464B,121.92,437C,304.8,359D,213.36
11:22:12,4380,213.36,464B,121.92,437C,243.84,359D,213.36
11:22:12,4380,213.36,464B,152.4,437C,213.36,359D,243.84
11:22:12,4380,274.32,464B,152.4,437C,243.84,359D,213.36
11:22:12,4380,213.36,464B,121.92,437C,274.32,359D,213.36
11:22:13,4380,213.36,464B,121.92,437C,243.84,359D,213.36
11:22:13,4380,213.36,464B,121.92,437C,243.84,359D,243.84
11:22:13,4380,274.32,464B,121.92,437C,243.84,359D,243.84
11:22:13,4380,335.28,464B,121.92,437C,243.84,359D,213.36
11:22:13,4380,213.36,464B,121.92,437C,243.84,359D,213.36
11:22:14,4380,152.4,464B,152.4,437C,213.36,359D,243.84
11:22:14,4380,152.4,464B,182.88,437C,274.32,359D,213.36
11:22:14,4380,274.32,464B,121.92,437C,213.36,359D,152.4
11:22:14,4380,213.36,464B,121.92,437C,213.36,359D,213.36
11:22:15,4380,243.84,464B,121.92,437C,243.84,359D,213.36
11:22:15,4380,121.92,464B,121.92,437C,213.36,359D,213.36
11:22:15,4380,121.92,464B,91.44,437C,213.36,359D,213.36
11:22:15,4380,182.88,464B,91.44,437C,213.36,359D,213.36
11:22:16,4380,243.84,464B,91.44,437C,243.84,359D,274.32
11:22:16,4380,274.32,464B,91.44,437C,304.8,359D,213.36
11:22:16,4380,243.84,464B,121.92,437C,243.84,359D,274.32
11:22:16,4380,213.36,464B,121.92,437C,274.32,359D,213.36
11:22:16,4380,182.88,464B,91.44,437C,274.32,359D,243.84
11:22:17,4380,274.32,464B,91.44,437C,274.32,359D,152.4
11:22:17,4380,213.36,464B,91.44,437C,274.32,359D,182.88
11:22:17,4380,243.84,464B,91.44,437C,274.32,359D,182.88
11:22:17,4380,182.88,464B,121.92,437C,335.28,359D,243.84
11:22:18,4380,152.4,464B,121.92,437C,304.8,359D,243.84
11:22:18,4380,121.92,464B,121.92,437C,304.8,359D,213.36
11:22:18,4380,152.4,464B,182.88,437C,213.36,359D,243.84
11:22:18,4380,152.4,464B,152.4,437C,274.32,359D,274.32
11:22:18,4380,213.36,464B,152.4,437C,152.4,359D,274.32
11:22:19,4380,243.84,464B,121.92,437C,213.36,359D,213.36
11:22:19,4380,243.84,464B,91.44,437C,213.36,359D,274.32
11:22:19,4380,335.28,464B,91.44,437C,121.92,359D,274.32
11:22:19,4380,304.8,464B,91.44,437C,152.4,359D,274.32
11:22:20,4380,274.32,464B,91.44,437C,152.4,359D,213.36
11:22:20,4380,274.32,464B,60.96,437C,152.4,359D,243.84
11:22:20,4380,274.32,464B,91.44,437C,152.4,359D,243.84
11:22:20,4380,274.32,464B,91.44,437C,213.36,359D,213.36
11:22:21,4380,274.32,464B,91.44,437C,274.32,359D,152.4
11:22:21,4380,-46.0,464B,91.44,437C,304.8,359D,182.88
11:22:21,4380,274.32,464B,213.36,437C,274.32,359D,274.32
11:22:21,4380,274.32,464B,121.92,437C,121.92,359D,213.36
11:22:22,4380,274.32,464B,60.96,437C,121.92,359D,152.4
11:22:22,4380,243.84,464B,60.96,437C,121.92,359D,274.32
11:22:22,4380,152.4,464B,91.44,437C,213.36,359D,213.36
11:22:22,4380,213.36,464B,121.92,437C,182.88,359D,243.84
11:22:22,4380,335.28,464B,91.44,437C,182.88,359D,274.32
11:22:23,4380,243.84,464B,91.44,437C,121.92,359D,243.84
11:22:23,4380,304.8,464B,91.44,437C,243.84,359D,243.84
11:22:23,4380,274.32,464B,91.44,437C,274.32,359D,274.32
11:22:24,4380,213.36,464B,91.44,437C,213.36,359D,274.32
11:22:24,4380,274.32,464B,91.44,437C,213.36,359D,274.32
11:22:24,4380,182.88,464B,121.92,437C,213.36,359D,274.32
11:22:24,4380,243.84,464B,182.88,437C,152.4,359D,304.8
11:22:24,4380,243.84,464B,182.88,437C,213.36,359D,243.84
11:22:25,4380,274.32,464B,213.36,437C,274.32,359D,274.32
11:22:25,4380,274.32,464B,213.36,437C,243.84,359D,152.4
11:22:25,4380,274.32,464B,121.92,437C,182.88,359D,274.32
11:22:25,4380,152.4,464B,121.92,437C,213.36,359D,182.88
11:22:26,4380,243.84,464B,91.44,437C,182.88,359D,152.4
11:22:26,4380,274.32,464B,60.96,437C,213.36,359D,152.4
11:22:26,4380,243.84,464B,60.96,437C,213.36,359D,152.4
11:22:26,4380,335.28,464B,60.96,437C,213.36,359D,213.36
11:22:26,4380,304.8,464B,121.92,437C,243.84,359D,213.36
11:22:27,4380,274.32,464B,121.92,437C,213.36,359D,213.36
11:22:27,4380,274.32,464B,121.92,437C,213.36,359D,243.84
11:22:27,4380,426.72,464B,152.4,437C,121.92,359D,182.88
11:22:27,4380,243.84,464B,91.44,437C,152.4,359D,152.4
11:22:28,4380,274.32,464B,91.44,437C,152.4,359D,152.4
11:22:28,4380,274.32,464B,91.44,437C,121.92,359D,152.4
11:22:28,4380,304.8,464B,91.44,437C,152.4,359D,152.4
11:22:28,4380,365.76,464B,121.92,437C,182.88,359D,152.4
11:22:29,4380,274.32,464B,121.92,437C,213.36,359D,152.4
11:22:29,4380,304.8,464B,121.92,437C,213.36,359D,121.92
11:22:29,4380,274.32,464B,121.92,437C,213.36,359D,152.4
11:22:29,4380,274.32,464B,121.92,437C,182.88,359D,152.4
11:22:30,4380,274.32,464B,91.44,437C,152.4,359D,152.4
11:22:30,4380,213.36,464B,91.44,437C,182.88,359D,152.4
11:22:30,4380,304.8,464B,91.44,437C,152.4,359D,152.4
11:22:30,4380,213.36,464B,152.4,437C,213.36,359D,182.88
11:22:31,4380,396.24,464B,213.36,437C,213.36,359D,152.4
11:22:31,4380,274.32,464B,274.32,437C,152.4,359D,274.32
11:22:31,4380,213.36,464B,243.84,437C,213.36,359D,243.84
11:22:32,4380,304.8,464B,152.4,437C,213.36,359D,243.84
11:22:32,4380,274.32,464B,213.36,437C,152.4,359D,243.84
11:22:32,4380,274.32,464B,213.36,437C,213.36,359D,213.36
11:22:32,4380,274.32,464B,152.4,437C,213.36,359D,213.36
11:22:33,4380,243.84,464B,182.88,437C,213.36,359D,213.36
